NBHD_NAME,TTL_POPULATION_ALL,HISPANIC_OR_LATINO,WHITE,BLACK,NATIVE_AMERICAN,ASIAN,HAWAIIAN_PI,OTHER_RACE,TWO_OR_MORE,PCT_HISPANIC,PCT_WHITE,PCT_BLACK,PCT_NATIVEAM,PCT_ASIAN,PCT_HAWAIIANPI,PCT_OTHERRACE,PCT_TWOORMORE_RACES,MALE,FEMALE,AGE_LESS_5,AGE_5_TO_9,AGE_10_TO_14,AGE_15_TO_17,AGE_0_TO_9,AGE_10_TO_19,AGE_20_TO_29,AGE_30_TO_39,AGE_40_TO_49,AGE_50_TO_59,AGE_60_TO_69,AGE_70_TO_79,AGE_80_PLUS,AGELESS18,AGE65PLUS,PCT_AGELESS18,PCT_AGE65PLUS,MEDIAN_AGE_ALL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,TTL_AGE_3_PLUS_ENRSTATUS,ENROLLED_IN_SCHOOL,NURSERY_OR_PRESCHOOL,KINDERGARTEN,GRADES_5_TO_8,GRADES_9_TO_12,COLLEGE_UNDERGRADUATE,GRADUATE_SCHOOL,NOT_ENROLLED,TOTAL_COMMUTERS,COMMUTE_LESS_15,COMMUTE_15_TO_30,COMMUTE_30_TO_45,COMMUTE_45_TO_60,COMMUTE_60_PLUS,TTLPOP_25PLUS_EDU,LESS_THAN_HS_DIPLOMA_EDU,HSGRAD_OR_EQUIV_EDU,SOMECOLLEGE_OR_AA_EDU,BACHELORS_OR_HIGHER_EDU,TTLPOP_5PLUS_LNG,ONLY_ENGLISH_LNG,SPANISH_LNG,FRENCH_LNG,FRENCH_CREOLE_LNG,ITALIAN_LNG,PORTUGESE_LNG,GERMAN_LNG,YIDDISH_LNG,OTHER_W_GERMAN_LNG,SCANDINAVIAN_LNG,GREEK_LNG,RUSSIAN_LNG,POLISH_LNG,SERBO_CROATIAN_LNG,OTHER_SLAVIC_LNG,ARMENIAN_LNG,PERSIAN_LNG,GUJARATI_LNG,HINDI_LNG,URDU_LNG,OTHER_INDIC_LNG,OTHER_INDO_EUR_LNG,CHINESE_LNG,JAPANESE_LNG,KOREAN_LNG,MON_KHMR_CMBDN_LNG,HMONG_LNG,THAI_LNG,LAOTIAN_LNG,VIETNAMESE_LNG,OTHER_ASIAN_LNG,TAGALOG_LNG,OTHER_PACIS_LNG,NAVAJO_LNG,OTHER_NATAM_LNG,HUNGARIAN_LNG,ARABIC_LNG,HEBREW_LNG,AFRICAN_ALL_LNG,ALL_OTHER_LNG,TTL_HOUSING_UNITS,OCCUPIED_HU,VACANT_HU,OWNER_OCCUPIED_HU,RENTER_OCCUPIED_HU,TTL_HOUSEHOLDS,FAMILY_HOUSEHOLDS,MARRIED_COUPLE_FAMILY,OTHER_FAMILY,MALE_HHLDR_NO_WIFE_PRESENT,FEMALE_HHLDR_NO_HSBND_PRESENT,NONFAMILY_HOUSEHOLD,HOUSEHOLDER_ALONE,HOUSEHOLDER_NOT_ALONE,HH_INC_LESS_10000,HH_INC_10000_14999,HH_INC_15000_19999,HH_INC_20000_24999,HH_INC_25000_29999,HH_INC_30000_34999,HH_INC_35000_39999,HH_INC_40000_44999,HH_INC_45000_49999,HH_INC_50000_59999,HH_INC_60000_74999,HH_INC_75000_99999,HH_INC_100000_124999,HH_INC_125000_149999,HH_INC_150000_199999,HH_INC_OVER_200000,MED_HH_INCOME,MED_FAMILY_INCOME,PER_CAPITA_INCOME,AVG_HH_INC,AVG_FAM_INCOME,MEDIAN_EARNINGS,MEDIAN_EARN_MALE,MEDIAN_EARN_FEMALE,MEDEARN_LESSHS,MEDEARN_HIGHSCHOOL,MEDEARN_SOMECOLLEGE,MEDEARN_BACHELORS,MEDEARN_GRAD_PROFESSIONAL,MED_YR_STRUCTURE_BUILT,BUILT_2010_OR_LATER,BUILT_2000_2009,BUILT_1990_1999,BUILT_1980_1989,BUILT_1970_1979,BUILT_1960_1969,BUILT_1950_1959,BUILT_1940_1949,BUILT_1939_OR_EARLIER,MED_CONTRACT_RENT,MED_GROSS_RENT,MEDIAN_HOME_VALUE,NATIVE_BORN,FOREIGN_BORN_FB,EUROPE_FB,NORTHERN_EUROPE_FB,WESTERN_EUROPE_FB,SOUTHERN_EUROPE_FB,EASTERN_EUROPE_FB,ASIA_FB,EASTERN_ASIA_FB,SOUTH_CENTRAL_ASIA_FB,SOUTH_EASTERN_ASIA_FB,WESTERN_ASIA_FB,AFRICA_FB,EASTERN_AFRICA_FB,MIDDLE_AFRICA_FB,NORTHERN_AFRICA_FB,SOUTHERN_AFRICA_FB,WESTERN_AFRICA_FB,OCEANIA_FB,AMERICAS_FB,LATIN_AMERICA_FB,CARRIBEAN_FB,CENTRAL_AMERICA_FB,SOUTH_AMERICA_FB,NORTH_AMERICA_FB,PCT_POVERTY,PCT_FAM_POVERTY
Washington Park West,7269,534,6143,109,27,156,0,0,300,7.44,84.03,1.51,0.43,2.21,0,0,4.38,3649,3620,485,312,116,24,797,184,1578,1208,1236,801,651,197,144,937,648,937,8.92,35.9,36.8,35,6963,1184,185,50,82,43,320,275,5779,4442,820,2009,1003,354,256,6044,167,519,1125,4233,6784,6490,194,23,0,0,0,20,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,29,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3518,3518,111,2199,1319,3518,1431,1176,255,69,186,2087,1355,732,164,67,75,95,69,70,89,232,166,155,310,536,341,303,384,463,83534.5,105980.5,37632.37,110860.16,139184.25,49255,53674.5,46311.5,35625,36289,39821,51005,95242,0,55,220,62,71,152,144,235,173,2517,1081.5,1200.5,435650,7006,245,91,50,24,0,17,87,8,9,70,0,10,0,0,0,0,10,18,57,49,0,49,0,8,8.5,5.35
Speer,11759,983,10077,192,0,281,0,44,182,8.16,85.85,1.53,0,2.56,0,0.32,1.58,6097,5662,289,228,186,43,517,246,3589,690,1623,1080,901,337,372,746,999,746,8.38,33.33,35.9,31.9,11567,1671,112,63,178,64,485,641,9896,8114,2109,3493,1809,383,320,10093,222,512,2291,7068,11470,10457,630,37,0,25,15,66,0,13,32,25,0,0,0,0,0,13,0,9,0,83,0,16,0,0,0,0,0,0,15,9,13,0,0,0,0,0,0,12,12,7427,7427,623,1971,5456,7427,1290,969,321,138,183,6137,4539,1598,499,403,214,356,390,553,399,422,329,670,776,616,675,336,353,434,54249.67,111232,37953.73,79364.43,137454.69,41976.33,44281.67,40739.33,0,0,37600,50410,48011,1958.5,141,131,332,512,1222,1531,1019,441,2721,894.33,953,357466.67,11078,648,183,40,62,25,56,209,39,105,56,9,14,0,0,0,14,0,0,275,242,68,128,46,33,13.33,6.13
Cherry Creek,6267,373,5440,53,0,293,0,0,108,5.95,86.8,0.85,0,4.68,0,0,1.72,2739,3528,218,172,164,38,390,257,685,2074,901,995,1219,517,341,592,1510,592,24.09,49,49,49,6128,651,102,42,150,48,119,77,5477,3232,852,1471,738,78,93,5323,271,391,817,3844,6049,5233,113,118,0,61,0,0,0,17,0,0,164,0,0,0,0,136,0,0,0,10,30,116,19,18,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,4032,4032,286,1916,2116,4032,1452,1121,331,158,173,2580,2322,258,387,157,182,98,71,75,92,148,168,275,160,270,382,140,540,887,89926,182037,69842.06,153453.22,252631.89,75383,99051,49213,0,0,0,0,0,1989,150,803,1106,906,467,162,237,108,379,1260,1338,645300,5453,814,356,79,58,14,205,204,60,92,52,0,33,0,0,0,33,0,72,149,84,40,0,44,65,9.9,3.4
Country Club,3187,108,2871,0,46,54,0,0,108,3.39,90.08,0,1.44,1.69,0,0,3.39,1443,1744,175,175,219,114,350,384,238,957,533,464,606,206,12,683,506,683,15.88,44.5,45.8,42.7,3107,778,100,10,182,130,125,89,2329,1527,587,629,198,58,55,2336,20,95,209,2012,3012,2766,119,32,0,0,8,36,0,0,7,31,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,1362,33,1089,273,1362,827,766,61,32,29,535,384,151,0,23,12,47,13,45,18,26,22,106,27,129,168,62,108,554,134167,216875,68108.94,216630.32,272303.63,65081,105625,33542,0,0,0,0,0,0,0,44,8,11,21,24,81,97,1109,1631,1679,824500,3048,139,30,7,10,13,0,54,54,0,0,0,0,0,0,0,0,0,0,55,35,0,26,9,20,2.8,0
Congress Park,11240,1076,9177,531,43,178,0,0,235,10.08,81.22,4.6,0.4,1.67,0,0,2.04,5494,5746,536,512,214,169,1048,484,2744,1217,1593,1126,1038,287,196,1431,828,1431,7.32,34.4,35.03,34.03,10910,2107,213,96,199,201,465,539,8803,7034,2135,3221,1274,251,153,8988,223,466,1643,6656,10704,9910,322,155,0,35,0,8,0,0,0,0,9,0,9,0,0,0,0,19,0,19,134,25,0,0,0,0,0,0,28,0,16,15,0,0,0,0,0,0,0,5911,5911,213,2597,3314,5911,1992,1649,343,108,235,3919,2973,946,392,369,161,250,236,364,304,337,267,446,359,543,559,373,453,500,71981.67,118573.33,38372.28,97693.75,153899.12,43998.67,50823,41035,0,28165,39313,58446,92083,1297.33,51,285,205,224,489,767,498,344,3261,1043,1113,454466.67,10648,592,104,31,15,0,58,126,36,46,44,0,106,40,0,0,66,0,11,245,148,0,102,46,97,10.87,2.07
City Park,3195,261,2579,228,7,78,12,10,20,8.17,80.72,7.14,0.22,2.44,0.38,0.31,0.63,1429,1766,188,119,0,24,307,31,748,962,318,226,349,144,81,331,367,331,11.49,34.6,35.1,34.1,3083,586,87,8,0,24,275,117,2497,1998,477,830,391,226,74,2656,53,175,576,1852,3007,2713,173,34,0,0,0,8,0,0,9,0,0,19,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,14,0,25,0,0,0,0,0,0,0,0,1672,1672,186,708,964,1672,528,426,102,19,83,1144,795,349,125,176,87,78,92,50,44,24,81,102,139,191,183,109,107,84,58487,111667,31315.09,76031.58,122300.19,40000,49643,35655,0,0,0,0,0,1961,7,603,102,16,29,184,62,130,725,843,872,343600,3021,174,21,9,0,0,12,27,0,0,27,0,19,0,0,0,0,19,8,99,83,56,27,0,16,12.7,2.3
Capitol Hill,15704,1554,12372,655,139,492,9,16,467,10.19,78.4,4.24,0.88,3.12,0.06,0.09,3.01,8889,6815,188,130,81,188,318,358,5862,1950,1569,1577,1291,227,123,587,940,587,5.94,31.5,32.83,30.27,15579,2672,11,43,81,179,1325,957,12907,11172,2809,4714,2480,552,617,13335,361,1574,3100,8300,15516,13924,1065,34,16,0,0,73,0,0,0,13,41,0,3,0,0,12,0,27,0,42,9,15,29,57,0,0,34,0,39,13,0,0,0,0,32,13,11,14,70,10717,10717,795,2256,8461,10717,1433,1141,292,202,90,9284,7259,2025,1247,538,530,646,642,852,641,630,493,1007,1030,1197,535,195,317,220,42816,87486,28818.7,56176.65,103654.51,33466.33,34421.33,32347.33,0,30780,35788,42576,50570,1949.33,0,471,280,464,1458,2113,1445,812,4469,804.67,831,224133.33,14754,938,220,33,80,15,92,376,195,85,59,37,14,0,0,14,0,0,0,340,296,33,155,108,44,15.77,5.33
North Capitol Hill,5923,450,4648,349,24,204,0,0,248,7.67,78.45,5.84,0.41,3.37,0,0,4.27,3412,2511,113,53,36,13,166,77,2406,1012,447,653,473,143,82,215,408,215,6.81,31.35,32.4,29.1,5847,594,37,0,36,13,189,274,5253,4036,1242,1726,663,262,143,4977,186,407,1140,3244,5810,5124,273,35,0,21,32,0,0,0,0,0,80,41,0,21,0,0,0,0,0,0,0,55,0,0,0,0,0,0,31,27,35,0,0,0,0,18,4,13,35,3943,3943,326,579,3364,3943,620,460,160,40,120,3323,2505,818,731,160,228,136,89,116,118,204,84,303,294,517,394,197,246,127,52749,93980.5,31543.59,67519.7,96490.42,47473,54496,43527,0,0,0,0,0,1985.5,210,1288,470,245,262,150,97,167,1380,1017.5,1051.5,316950,5428,495,115,55,0,19,41,140,55,0,37,48,23,13,0,10,0,0,14,203,168,9,64,95,35,20.7,19.15
Civic Center,1769,90,1454,112,0,52,0,0,61,5.09,82.19,6.33,0,2.94,0,0,3.45,1097,672,27,0,0,0,27,0,390,1243,260,430,180,49,41,27,155,27,8.76,42.5,42.5,42,1742,164,0,0,0,0,114,50,1578,1053,353,457,178,21,44,1601,65,121,380,1035,1742,1580,20,33,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,21,0,0,0,0,10,0,0,0,0,0,0,21,0,0,0,0,0,37,0,0,37,1251,1251,155,332,919,1251,354,322,32,8,24,897,810,87,150,114,33,37,34,62,0,11,38,78,106,161,107,81,50,189,69638,121786,44587.39,117931.41,171403.39,55163,63375,42841,0,0,0,0,0,2002,10,826,354,42,41,19,34,10,70,1310,1353,372100,1612,157,55,11,33,0,11,91,11,42,10,28,0,0,0,0,0,0,0,11,0,0,0,0,11,13.5,0
CBD,4049,406,3025,300,19,112,0,0,187,10.03,74.71,7.41,0.47,2.77,0,0,4.62,2266,1783,13,12,16,0,25,354,1429,4379,678,466,231,116,15,41,233,41,5.75,31.9,33,30.1,4036,1096,12,0,0,11,969,88,2940,2591,1144,742,389,196,120,2926,143,176,792,1815,4036,3759,138,16,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,25,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,35,2495,2495,908,847,1648,2495,396,357,39,20,19,2099,1657,442,392,110,119,171,18,15,28,31,126,262,199,277,62,207,227,254,58242,166538,26998.05,95365.97,229128.28,51615,56941,41625,0,0,0,0,0,1975,370,534,112,528,307,662,144,27,719,1116,1200,268100,3774,275,87,51,21,0,15,19,12,0,0,7,28,28,0,0,0,0,17,124,106,0,16,90,18,21,4.8
Union Station,5062,442,4222,62,0,289,0,0,47,8.73,83.41,1.22,0,5.71,0,0,0.93,2926,2136,99,27,37,22,126,59,1096,2287,726,858,710,261,43,185,565,185,11.16,41.4,38.7,45.7,4963,360,0,0,37,22,135,139,4603,2776,993,1142,406,221,14,4532,290,483,655,3104,4963,4505,53,16,0,0,0,0,0,0,0,0,61,36,0,0,0,0,0,0,0,0,14,237,0,12,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,3439,3439,572,1235,2204,3439,794,734,60,25,35,2645,2072,573,478,303,113,0,75,0,83,17,0,244,276,461,241,245,258,647,81961,138026,57228.49,121554.23,178377.83,72208,80625,70517,0,0,0,0,0,2000,240,1780,242,447,347,161,140,17,637,1544,1623,496900,4610,452,147,69,0,0,78,286,230,31,25,0,0,0,0,0,0,0,19,0,0,0,0,0,0,19.2,17.5
Stapleton,17626,2099,12569,1395,96,679,0,2,786,10.85,71.07,8.47,0.45,4.36,0,0.01,4.79,8630,8996,2185,1804,870,176,3989,1132,1478,3094,3565,1081,841,281,154,5035,712,5035,4.57,34.8,34.05,35.35,16300,4191,790,432,739,215,387,304,12109,6885,1060,3078,2079,535,133,12213,1022,1668,1634,7889,15441,13704,1120,79,0,25,0,37,0,12,12,0,47,11,0,38,0,0,0,0,0,0,0,157,27,32,0,0,18,0,9,0,55,0,0,2,0,0,0,56,58,5779,5779,239,4184,1595,5779,3728,3089,639,265,374,2051,1564,487,179,78,90,182,59,25,112,92,104,188,408,654,710,837,866,1195,117256,144651,0,134776.42,160756.89,71475.5,80849.5,59411.5,0,0,0,0,0,2006.5,1332,4429,186,47,0,9,0,0,15,1509,1621.5,427800,16654,962,244,40,45,58,101,339,194,51,68,26,83,56,0,0,8,19,9,297,257,38,219,0,40,4.05,2.65
Montbello,34483,20897,3956,8150,16,412,191,74,787,52.71,9.82,19.75,0.03,1.09,0.36,0.18,1.76,16929,17554,3274,3741,3691,1613,7015,6527,5063,1837,4160,3202,2134,930,482,12319,2322,12319,5.74,22.71,22.31,22.86,32434,11716,617,631,2921,2358,1881,99,20718,13111,2328,5095,3437,1042,1209,18202,6053,5789,4760,1600,31209,12830,17043,35,30,12,0,52,0,0,5,0,100,0,0,0,0,0,0,0,15,0,11,50,48,9,18,0,0,26,94,43,69,212,22,10,0,36,0,439,507,8484,8484,229,5195,3289,8484,6845,4296,2549,565,1984,1639,1300,339,667,399,470,447,556,635,459,547,561,706,1034,1206,442,150,155,48,46100,44361.33,13245.01,46385.85,53607.3,23046.5,26975.33,18868.5,20615,31817,28949,37553.33,55201,1978.66,17,985,1396,1603,3083,1341,152,107,29,1004.33,1144.5,157966.66,24018,10425,139,9,27,14,89,227,67,20,136,4,552,44,0,0,0,508,65,9482,9482,54,9385,43,0,21.21,19.24
Lowry Field,8194,844,6415,445,0,220,0,31,239,10.3,78.29,5.43,0,2.68,0,0.38,2.92,3714,4480,452,659,526,228,1111,868,948,1297,1079,915,896,201,339,1865,919,1865,11.22,37,37.2,36,7868,2393,133,112,459,314,410,464,5475,4131,943,1981,778,185,244,5948,81,512,1087,4268,7742,6361,637,98,0,35,42,0,0,0,17,0,26,13,28,0,0,0,32,0,0,0,0,31,28,21,0,17,0,0,0,47,30,0,0,0,0,123,68,73,279,3823,3823,353,1880,1943,3823,1912,1524,388,125,263,1911,1634,277,145,126,199,134,148,84,110,122,187,168,438,447,271,214,501,528,76650,115781,31138.42,114214.18,153540.69,52603,64786,45235,0,0,0,0,0,2002,282,2342,769,166,131,44,121,72,249,1155,1223,446000,7389,805,201,87,14,12,88,182,84,0,52,46,196,73,0,123,0,0,0,226,212,39,108,65,14,8.2,6.2
West Colfax,9120,4674,3130,858,216,98,0,0,144,50.93,35.15,9.06,2.17,1.01,0,0,1.68,4474,4646,929,422,387,182,1351,786,1938,377,1045,1028,734,528,259,1920,1055,1920,12.46,33.3,32.35,34.9,8528,1915,242,63,284,345,496,123,6613,3767,930,1621,810,113,293,6073,1732,1619,1429,1293,8191,5161,2564,28,0,0,0,21,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,17,0,0,13,0,0,0,9,0,0,74,10,275,368,3664,3664,391,848,2816,3664,1606,822,784,207,577,2058,1525,533,779,276,461,380,233,105,155,144,100,228,229,260,139,66,63,47,23844,30546,19532.42,43936.38,53376.16,21570.5,24348,16149.5,0,0,0,0,0,1964.5,152,147,241,273,756,592,815,326,753,697,734,249450,7123,1997,96,41,50,0,5,85,0,19,17,49,349,293,22,17,17,0,0,1467,1441,15,1408,18,26,37.65,33
West Highland,9229,1410,7322,309,8,76,0,14,90,15.11,79.36,3.5,0.09,0.79,0,0.15,1,4637,4592,627,455,113,267,1082,455,1640,1451,1324,1075,762,541,152,1462,993,1462,10.84,36,36.85,35.7,8739,1583,135,103,107,274,381,257,7156,5189,1086,2119,1224,613,147,7411,341,708,1441,4921,8602,7347,995,32,0,58,0,23,0,0,14,0,0,0,0,0,0,12,0,0,0,0,0,42,50,0,0,0,0,0,0,0,22,0,0,0,0,0,7,0,7,4226,4226,282,2614,1612,4226,1926,1506,420,86,334,2300,1570,730,117,139,62,195,236,129,135,244,158,163,265,532,433,340,421,655,88447.5,116818,36989.04,116840.25,134013.99,50330.5,55182.5,46236.5,0,33819,36962,59438,92381,1947,45,535,65,137,198,97,388,431,2612,1021,1126,377200,8728,501,153,114,20,19,0,62,55,0,0,7,0,0,0,0,0,0,0,286,206,0,175,31,80,8.75,4.55
Sloan Lake,7813,2311,4502,622,19,142,16,0,201,26.28,63.35,5.74,0.3,1.49,0.41,0,2.42,3662,4151,534,414,218,262,948,563,911,659,1159,836,800,414,303,1428,1021,1428,12.17,37.05,38.3,36.2,7460,1503,166,124,154,371,243,203,5957,4018,774,1820,1024,214,186,6021,625,1049,991,3356,7279,6057,949,44,0,19,0,38,0,5,0,0,0,38,0,0,0,9,0,0,0,0,13,5,11,0,0,0,0,0,47,0,32,0,0,0,0,12,0,0,12,3705,3705,143,2099,1606,3705,1756,1234,522,127,395,1949,1541,408,309,397,153,169,180,86,95,134,132,192,271,307,435,169,279,395,69810.5,96858.5,32832.72,95271.18,119909.31,49221,57273,43963.5,0,0,0,0,0,1951.5,34,99,114,238,568,283,747,500,1265,844,913.5,364850,7299,514,121,43,39,0,39,121,11,5,93,7,18,0,0,18,0,0,0,254,227,39,188,0,27,17.25,11.15
Berkeley,8564,2192,6095,42,9,112,0,26,88,27.31,71.57,0.63,0.08,1.09,0,0.41,1.19,4113,4451,703,254,242,138,957,414,1198,591,1292,1100,975,350,328,1337,1113,1337,12.91,38.85,38.7,39.15,7957,1213,61,106,172,155,224,294,6744,4353,787,2114,856,468,128,6999,514,1172,1667,3646,7861,6801,947,41,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4244,4244,134,2787,1457,4244,2123,1770,353,72,281,2121,1629,492,291,156,126,190,163,255,128,121,202,282,518,379,552,264,252,364,66120.5,87265.5,29310.81,85744.24,105342.78,47419.5,56083.5,40739,0,0,0,0,0,0,114,287,73,110,133,168,506,457,2530,769.5,854,343450,8174,380,38,11,17,0,10,41,41,0,0,0,67,67,0,0,0,0,0,244,203,0,183,20,41,9.35,4.2
Regis,4218,1235,2816,53,0,55,6,0,53,29.28,66.76,1.26,0,1.3,0.14,0,1.26,2178,2040,61,182,163,111,243,785,711,1450,573,489,432,159,127,517,436,517,10.34,35,33.7,36.4,4174,1445,28,80,124,151,907,58,2729,2150,455,897,516,214,68,2741,210,552,865,1114,4157,3769,278,10,0,18,0,29,0,0,0,0,0,0,0,0,0,0,0,6,6,0,12,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631,1631,36,1166,465,1631,789,530,259,115,144,842,544,298,51,72,86,49,57,139,61,99,80,133,156,254,218,54,70,51,56691,82411,0,70658.74,88044.49,29583,30255,29022,0,0,0,0,0,1942,0,37,46,51,75,170,339,144,805,855,855,238700,4058,160,39,10,29,0,0,29,11,8,10,0,0,0,0,0,0,0,30,62,48,0,13,35,14,13.5,8.2
Lincoln Park,6038,2578,2588,629,30,126,0,22,65,43.04,41.75,11.36,0.44,2,0,0.32,1.09,3014,3024,303,489,333,175,792,574,1439,1011,555,573,426,271,111,1300,554,1300,9.43,31.5,33.1,29.15,5871,1807,104,84,324,212,576,100,4064,2626,835,1083,463,158,87,4036,974,608,1005,1449,5735,3811,1652,17,0,8,0,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,35,0,51,0,0,0,0,0,7,0,0,0,0,0,130,0,0,130,2647,2647,295,736,1911,2647,988,486,502,67,435,1659,1092,567,623,175,165,94,126,132,133,104,141,123,198,265,233,69,48,17,31854.5,35030.5,23928.96,44706.49,49461.11,27885.5,31500.5,20005.5,16845,20703,24261,46554,49831,1981,121,134,352,652,316,39,56,96,1176,662.5,732.5,226000,5084,954,33,13,0,13,7,154,35,27,11,81,117,11,0,44,0,7,6,644,644,0,601,43,0,35.2,26.85
City Park West,4583,731,2789,759,0,120,0,57,127,16.64,59.25,16.96,0,2.4,0,1.96,2.79,2416,2167,190,142,64,58,332,131,1153,991,476,503,427,199,119,454,504,454,10.02,33.35,33.15,33.7,4418,637,27,46,48,104,181,139,3781,2350,729,834,498,161,128,3763,361,552,719,2131,4393,3919,234,21,0,18,0,30,0,9,0,0,18,0,0,28,0,0,0,26,0,9,0,35,0,0,0,0,0,0,0,25,0,0,0,0,0,0,8,13,21,2536,2536,230,773,1763,2536,618,428,190,39,151,1918,1536,382,577,238,103,80,123,65,74,64,58,204,221,230,137,125,144,95,42519.5,83686,29020.96,64159.95,106487.83,36715.5,37145.5,38710.5,0,0,0,0,0,1965,9,234,164,271,368,245,85,94,1296,765,795.5,328850,4210,365,100,30,39,0,31,73,8,31,0,34,43,43,0,0,0,0,0,157,143,9,119,15,14,24.75,18.75
Whittier,5989,1357,2982,1466,25,0,0,0,159,22.66,49.79,24.48,0.42,0,0,0,2.65,2452,3537,462,649,314,128,1111,512,1346,2412,893,435,244,132,80,1553,328,1553,5.48,30.1,30.2,30.1,5727,1822,155,149,246,268,344,214,3905,3176,691,1445,748,201,91,3927,549,523,1000,1855,5527,4175,1205,16,0,12,0,39,0,15,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,2162,2162,21,1217,945,2162,1183,700,483,13,470,979,624,355,106,130,59,148,161,54,138,151,45,129,209,253,245,147,134,52,58861,61314,16701.54,72120.95,75162.64,35036,33253,36794,0,0,0,0,0,0,0,85,70,41,111,142,131,7,1596,715,879,325900,5477,512,81,42,39,0,0,0,0,0,0,0,23,23,0,0,0,0,0,408,408,0,395,13,0,26.2,20.4
Skyland,3147,531,1284,1192,0,0,0,24,116,16.87,40.8,37.88,0,0,0,0.76,3.69,1719,1428,117,79,56,112,196,168,704,1717,377,230,507,155,151,364,460,364,14.62,36.1,32.5,39.7,3049,455,19,8,56,74,151,118,2594,1952,404,705,476,206,161,2512,246,511,529,1226,3030,2585,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412,1412,81,917,495,1412,662,382,280,90,190,750,541,209,104,106,63,71,65,70,25,25,77,62,109,191,173,104,80,88,63793,87031,23537.5,77782.37,95740.03,35734,35227,36167,0,0,0,0,0,1950,0,29,26,50,84,141,425,295,443,876,1061,270400,2918,229,20,10,0,0,10,22,0,22,0,0,41,0,0,0,0,0,0,146,138,12,126,0,8,12.5,6.6
Cole,4600,2434,1451,587,7,27,0,1,93,52.91,31.54,12.76,0.15,0.59,0,0.02,2.02,2318,2282,275,326,497,221,601,779,698,828,723,391,220,134,90,1319,288,1319,6.26,32.9,33.9,32,4435,1217,64,62,315,318,192,23,3218,2054,649,724,305,205,171,3118,897,687,696,838,4325,2834,1439,0,0,8,0,16,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,17,1678,1678,165,854,824,1678,1008,513,495,226,269,670,495,175,159,91,141,74,253,74,118,22,54,75,222,205,76,7,39,67,38286,38969,12860.35,61194.87,70384.92,27931,28829,24514,22250,18964,29353,47576,44828,0,15,111,101,88,61,145,113,30,1179,727,839,206600,3582,1018,45,11,16,8,10,18,0,1,0,17,0,0,0,0,0,0,7,948,948,0,941,7,0,24.7,24.2
Marston,11287,1821,8075,19,44,792,0,0,536,15.76,71.92,0.19,0.38,7.08,0,0,4.67,5550,5737,653,565,590,358,1218,1062,1742,2034,1447,1707,1439,610,225,2166,1537,2166,14.28,39.1,36.8,42,10943,2403,174,219,382,468,630,191,8540,6132,952,2441,1467,879,393,8426,326,1532,3225,3343,10634,9434,484,0,0,18,0,0,0,0,0,18,50,0,0,0,0,0,0,0,0,126,0,91,0,45,0,17,38,0,167,146,0,0,0,0,0,0,0,0,0,5277,5277,340,3164,2113,5277,2836,2228,608,231,377,2441,1904,537,219,172,179,261,213,247,224,172,260,766,569,874,392,220,272,237,59438,78965,34514.42,77597.51,97956.74,36737.5,42842.5,33623.5,31375,31371,31695,48456,52266,1990,34,992,1845,1830,870,26,7,0,13,932.5,971,264000,10448,839,70,0,37,0,33,523,115,218,190,0,0,0,0,0,0,0,50,196,179,33,35,111,17,6.2,4.1
